,id,Hate_speech,Reference-counternarrative,Target
75,trainCN-75,"El síndrome de Down es un problema para todo el mundo, no sólo en el Reino Unido. El impacto es muy alto y debemos encontrar una solución definitiva al respecto.","El síndrome de Down no es un problema, sino una condición genética que afecta a algunas personas. Las personas con síndrome de Down pueden llevar vidas plenas y significativas, y la sociedad debería centrarse en brindarles apoyo y oportunidades para que alcancen su máximo potencial. En lugar de buscar una ""solución definitiva"", debemos fomentar la inclusión y el respeto hacia las diferencias.",DISCAPACITADOS
76,trainCN-76,"El síndrome de Down es un problema para todos, es una discapacidad que no tiene cura. Cuanto antes nos libremos de él, mejor será para todos.","El síndrome de Down es una condición genética que afecta a algunas personas, pero no significa que no puedan llevar una vida plena y significativa. En lugar de desear ""librarnos"" de ellos, deberíamos centrarnos en promover la inclusión y el apoyo a las personas con síndrome de Down y sus familias para que puedan alcanzar su máximo potencial.",DISCAPACITADOS
77,trainCN-77,Los autistas son estúpidos.,"Las personas con autismo tienen habilidades y talentos únicos, y pueden ser excepcionales en ciertas áreas. Generalizar y etiquetar a alguien como ""estúpido"" simplemente porque tiene autismo es injusto e incorrecto. Debemos celebrar la diversidad y apoyar a todos, independientemente de sus diferencias.",DISCAPACITADOS
78,trainCN-78,Hay que aprovecharse de los discapacitados mentales.,"No, debemos tratar a las personas con discapacidades mentales con respeto y comprensión, y apoyar sus necesidades, en lugar de aprovecharnos de ellas. Todos merecen igualdad de oportunidades y un trato justo, independientemente de sus capacidades cognitivas.",DISCAPACITADOS
79,trainCN-79,"Si tienes síndrome de Down eres un bicho raro, un fraude y un ladrón.","Las personas con síndrome de Down son seres humanos con sentimientos y capacidades, y merecen respeto y comprensión. No es justo etiquetar a alguien basándose en una condición genética y hacer suposiciones negativas sobre ellos. En lugar de promover la discriminación, deberíamos centrarnos en el apoyo y la inclusión.",DISCAPACITADOS
80,trainCN-80,"Si los discapacitados no pueden votar, entonces no pueden tener ningún derecho.","Creo que estás malinterpretando la situación. Las personas con discapacidad tienen derecho a votar y participar en la sociedad de igual manera que cualquier otro ciudadano. No debemos discriminar a nadie por su condición física o mental, y todos merecen tener voz y voto en la sociedad.",DISCAPACITADOS
81,trainCN-81,Los discapacitados mentales son completamente inútiles.,"Las personas con discapacidades mentales tienen habilidades y talentos únicos, al igual que cualquier otra persona. No debemos subestimar su capacidad para contribuir y enriquecer nuestras comunidades. En lugar de centrarnos en lo que no pueden hacer, celebremos sus logros y habilidades.",DISCAPACITADOS
82,trainCN-82,"Todos estos retrasados son animales, no se les permite entrar en esta fábrica, estos animales no son aptos para trabajar.","Creo que es importante recordar que todos merecen igualdad de oportunidades y respeto, independientemente de sus habilidades o discapacidades. Las personas con discapacidades también pueden aportar valiosas habilidades y perspectivas al lugar de trabajo. No debemos juzgar a las personas por sus diferencias, sino apreciar la diversidad y lo que cada individuo puede ofrecer a la sociedad.",DISCAPACITADOS
83,trainCN-83,Hay que disuadir a las personas con dificultades de aprendizaje de asistir a la escuela y excluirlas de la educación. Son una vergüenza.,"Todos merecen una educación, independientemente de sus habilidades. La inclusión y el apoyo a las personas con dificultades de aprendizaje en el sistema educativo es fundamental para fomentar una sociedad diversa y comprensiva. La verdadera vergüenza es negarles esta oportunidad.",DISCAPACITADOS
84,trainCN-84,"Los niños con dificultades de aprendizaje deben ser desanimados en las escuelas, o al menos aislados de los demás.",Los niños con dificultades de aprendizaje merecen igualdad de oportunidades y apoyo en las escuelas. La inclusión y la adaptación de los entornos educativos para satisfacer sus necesidades es crucial para su crecimiento y desarrollo. La diversidad en las aulas fomenta la empatía y la comprensión entre los estudiantes.,DISCAPACITADOS
85,trainCN-85,Los niños con dificultades de aprendizaje deben ser segregados en las escuelas.,"Los niños con dificultades de aprendizaje pueden beneficiarse de un ambiente educativo inclusivo, en el que puedan recibir apoyo adecuado y personalizado mientras interactúan con sus compañeros. La inclusión y la diversidad en las aulas fomentan la empatía y el entendimiento entre los estudiantes.",DISCAPACITADOS
86,trainCN-86,Los discapacitados mentales son incapaces de recibir educación y no deberían ser aceptados en las escuelas.,"Esta afirmación es falsa e injusta. Las personas con discapacidades mentales tienen derecho a recibir educación adecuada y adaptada a sus necesidades, y muchas de ellas pueden aprender, crecer y contribuir a la sociedad de manera significativa. La inclusión y la igualdad de oportunidades para todos es fundamental en una sociedad justa y comprensiva.",DISCAPACITADOS
87,trainCN-87,Los discapacitados físicos son estúpidos.,Las personas con discapacidades físicas son igual de capaces y valiosas que cualquier otra persona. La inteligencia y las habilidades no están determinadas por las limitaciones físicas. Es importante tratar a todos con respeto y reconocer sus habilidades y talentos individuales.,DISCAPACITADOS
88,trainCN-88,"Si eres un adulto autista, no sirves.","El autismo no define el valor de una persona ni sus habilidades. Hay muchos adultos autistas talentosos y exitosos en diferentes campos. No debemos juzgar a las personas basándonos en etiquetas, sino en sus acciones y logros.",DISCAPACITADOS
89,trainCN-89,Las personas con autismo son infrahumanas y deben ser aisladas.,Las personas con autismo tienen habilidades y talentos únicos que pueden contribuir significativamente a la sociedad. Es importante fomentar la inclusión y el apoyo para que puedan alcanzar su máximo potencial y enriquecer nuestras comunidades.,DISCAPACITADOS
90,trainCN-90,"El autismo no es una enfermedad, sino una degradación del espíritu humano.","El autismo es una condición neurológica que afecta a la forma en que una persona se comunica y experimenta el mundo a su alrededor. No es una ""degradación del espíritu humano"", sino una parte única de la diversidad humana que merece respeto y comprensión.",DISCAPACITADOS
91,trainCN-91,"Los niños con síndrome de Down son una carga para la sociedad: deberían ser aislados, para que al menos no entorpezcan la educación de los niños normales.","Los niños con síndrome de Down, como cualquier otro niño, merecen amor, apoyo y oportunidades para desarrollarse y alcanzar su máximo potencial. La diversidad en nuestras escuelas y comunidades enriquece nuestras vidas y promueve la comprensión y la inclusión. Crear un entorno inclusivo y accesible beneficia a todos los niños, no solo a aquellos con discapacidades.",DISCAPACITADOS
92,trainCN-92,Hay que disuadir a las personas con dificultades de aprendizaje de asistir a la escuela primaria porque no son capaces de hacerlo.,"No estoy de acuerdo con esa afirmación. Las personas con dificultades de aprendizaje también tienen derecho a recibir educación y apoyo adecuado para alcanzar su máximo potencial. En lugar de excluirlos, deberíamos trabajar juntos para crear un entorno educativo inclusivo y accesible para todos.",DISCAPACITADOS
93,trainCN-93,"Las personas con síndrome de Down son retrasadas, por lo que son más propensas a abusar de las drogas y el alcohol.","Las personas con síndrome de Down tienen habilidades y talentos únicos, y merecen respeto y oportunidades como cualquier otra persona. No hay evidencia que respalde la idea de que sean más propensas al abuso de drogas y alcohol. En lugar de perpetuar estereotipos negativos, celebremos sus logros y contribuciones a la sociedad.",DISCAPACITADOS
94,trainCN-94,Las personas con enfermedades mentales son una carga para la sociedad.,"Las personas con enfermedades mentales merecen apoyo y comprensión, ya que están luchando con desafíos que muchos de nosotros no podemos comprender. En lugar de considerarlos como una carga, debemos trabajar juntos para brindarles las herramientas y recursos necesarios para que puedan vivir vidas plenas y significativas.",DISCAPACITADOS
95,trainCN-95,Las personas con discapacidad mental son un problema para la sociedad.,"Las personas con discapacidad mental merecen el mismo respeto y oportunidades que cualquier otra persona. En lugar de considerarlos como un problema, deberíamos centrarnos en brindarles apoyo e inclusión para que puedan llevar una vida plena y satisfactoria.",DISCAPACITADOS
96,trainCN-96,los discapacitados físicos valen menos que los demás,"Las personas con discapacidades físicas tienen el mismo valor que cualquier otra persona. La diversidad humana es lo que hace que nuestra sociedad sea rica y única, y cada individuo, independientemente de sus habilidades, tiene un papel importante que desempeñar en ella.",DISCAPACITADOS
97,trainCN-97,"Me da igual que sea hombre o mujer, si son discapacitados no pueden trabajar.",Creo que este comentario es bastante desinformado y no refleja la realidad de las habilidades y capacidades de las personas con discapacidades. Muchas personas con discapacidades son perfectamente capaces de trabajar y contribuir a la sociedad de manera significativa. No debemos subestimar su potencial basándonos en prejuicios.,DISCAPACITADOS
98,trainCN-98,"Los discapacitados mentales son una carga y hay que aislarlos: de todos modos, no tienen ni sentimientos ni conciencia.","Las personas con discapacidades mentales merecen el mismo respeto, comprensión y apoyo que cualquier otra persona. No es justo ni humano hacer suposiciones acerca de sus sentimientos o conciencia basados en su discapacidad. En cambio, debemos enfocarnos en promover la inclusión y la igualdad de oportunidades para todos.",DISCAPACITADOS
